row_index,date,symbol,name,status,detail,mapped_yahoo,metric,value,method
,,CRYPTO:ADA,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:BTC,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:DOGE,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:ETH,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:SOL,,yahoo_fetch_failed,No usable daily history returned,,,,
,,CRYPTO:XRP,,yahoo_fetch_failed,No usable daily history returned,,,,
,,DV.V,,yahoo_fetch_failed,No usable daily history returned,,,,
,,SLVR.V,,yahoo_fetch_failed,No usable daily history returned,,,,
12657,2026-05-16,ETN,,filled,,ETN,volatility,0.019759009797574417,vol_1y
12657,2026-05-16,ETN,,filled,,ETN,drawdown,0.1913274924389885,dd_calendar_1y
12658,2026-05-16,FANUY,,filled,,FANUY,volatility,0.027179457715582153,vol_1y
12658,2026-05-16,FANUY,,filled,,FANUY,drawdown,0.24988962219591326,dd_calendar_1y
12659,2026-05-16,FCX,,filled,,FCX,volatility,0.029487305838217435,vol_1y
12659,2026-05-16,FCX,,filled,,FCX,drawdown,0.2489608889456283,dd_calendar_1y
12660,2026-05-16,FIGR,,filled,,FIGR,volatility,0.06668886213331078,vol_1y
12660,2026-05-16,FIGR,,filled,,FIGR,drawdown,0.6579623943435748,dd_calendar_1y
12661,2026-05-16,FLNC,,filled,,FLNC,volatility,0.07395349081125781,vol_1y
12661,2026-05-16,FLNC,,filled,,FLNC,drawdown,0.6329506642343188,dd_calendar_1y
12662,2026-05-16,FME.DE,,filled,,FME.DE,volatility,0.017313587753443088,vol_1y
12662,2026-05-16,FME.DE,,filled,,FME.DE,drawdown,0.33841459704085064,dd_calendar_1y
12663,2026-05-16,FRES.L,,filled,,FRES.L,volatility,0.03462337847707222,vol_1y
12663,2026-05-16,FRES.L,,filled,,FRES.L,drawdown,0.31025178355100813,dd_calendar_1y
12664,2026-05-16,FSLR,,filled,,FSLR,volatility,0.03500528228668881,vol_1y
12664,2026-05-16,FSLR,,filled,,FSLR,drawdown,0.35099617230062474,dd_calendar_1y
12665,2026-05-16,GMED,,filled,,GMED,volatility,0.030022714680498393,vol_1y
12665,2026-05-16,GMED,,filled,,GMED,drawdown,0.21947944708717015,dd_calendar_1y
12666,2026-05-16,GOOGL,,filled,,GOOGL,volatility,0.01829713129089686,vol_1y
12666,2026-05-16,GOOGL,,filled,,GOOGL,drawdown,0.2036644825949221,dd_calendar_1y
12667,2026-05-16,GOT.V,,filled,,GOT.V,volatility,0.03831996930034034,vol_1y
12667,2026-05-16,GOT.V,,filled,,GOT.V,drawdown,0.5601173131247607,dd_calendar_1y
12668,2026-05-16,HL,,filled,,HL,volatility,0.045053426972524,vol_1y
12668,2026-05-16,HL,,filled,,HL,drawdown,0.4638999136452141,dd_calendar_1y
12669,2026-05-16,HMY,,filled,,HMY,volatility,0.04033568384932529,vol_1y
12669,2026-05-16,HMY,,filled,,HMY,drawdown,0.48847927471409924,dd_calendar_1y
12670,2026-05-16,ICE,,filled,,ICE,volatility,0.013387769531589147,vol_1y
12670,2026-05-16,ICE,,filled,,ICE,drawdown,0.2252752127988118,dd_calendar_1y
12671,2026-05-16,IFX.DE,,filled,,IFX.DE,volatility,0.02622609653367779,vol_1y
12671,2026-05-16,IFX.DE,,filled,,IFX.DE,drawdown,0.21200211110975153,dd_calendar_1y
12672,2026-05-16,ILMN,,filled,,ILMN,volatility,0.029577832183135925,vol_1y
12672,2026-05-16,ILMN,,filled,,ILMN,drawdown,0.2566417362133443,dd_calendar_1y
12673,2026-05-16,INCY,,filled,,INCY,volatility,0.02043716087407759,vol_1y
12673,2026-05-16,INCY,,filled,,INCY,drawdown,0.18332275209380544,dd_calendar_1y
12674,2026-05-16,INGR,,filled,,INGR,volatility,0.010374068667046522,vol_1y
12674,2026-05-16,INGR,,filled,,INGR,drawdown,0.25439567846064526,dd_calendar_1y
12675,2026-05-16,ISRG,,filled,,ISRG,volatility,0.018953714636893094,vol_1y
12675,2026-05-16,ISRG,,filled,,ISRG,drawdown,0.2914564985122391,dd_calendar_1y
12676,2026-05-16,JD,,filled,,JD,volatility,0.02033030130227202,vol_1y
12676,2026-05-16,JD,,filled,,JD,drawdown,0.2977605781272903,dd_calendar_1y
12677,2026-05-16,JNJ,,filled,,JNJ,volatility,0.010374501040533885,vol_1y
12677,2026-05-16,JNJ,,filled,,JNJ,drawdown,0.10959122461615511,dd_calendar_1y
12678,2026-05-16,KEP,,filled,,KEP,volatility,0.034411794554731326,vol_1y
12678,2026-05-16,KEP,,filled,,KEP,drawdown,0.44110060739131207,dd_calendar_1y
12679,2026-05-16,KLAC,,filled,,KLAC,volatility,0.02834090013677037,vol_1y
12679,2026-05-16,KLAC,,filled,,KLAC,drawdown,0.2240680946660657,dd_calendar_1y
12680,2026-05-16,KO,,filled,,KO,volatility,0.009875540822209141,vol_1y
12680,2026-05-16,KO,,filled,,KO,drawdown,0.07886477369267031,dd_calendar_1y
12681,2026-05-16,LC0A.MU,,filled,,LC0A.MU,volatility,0.027932886868030447,vol_1y
12681,2026-05-16,LC0A.MU,,filled,,LC0A.MU,drawdown,0.2677595531592678,dd_calendar_1y
12682,2026-05-16,LGO,,filled,,LGO,volatility,0.05789437516180023,vol_1y
12682,2026-05-16,LGO,,filled,,LGO,drawdown,0.6468253998289063,dd_calendar_1y
12683,2026-05-16,LRCX,,filled,,LRCX,volatility,0.031070237882599466,vol_1y
12683,2026-05-16,LRCX,,filled,,LRCX,drawdown,0.20006084983877548,dd_calendar_1y
12684,2026-05-16,LUMN,,filled,,LUMN,volatility,0.050223677285347136,vol_1y
12684,2026-05-16,LUMN,,filled,,LUMN,drawdown,0.47337277605647043,dd_calendar_1y
12685,2026-05-16,MA,,filled,,MA,volatility,0.013792545050094538,vol_1y
12685,2026-05-16,MA,,filled,,MA,drawdown,0.18924870908611224,dd_calendar_1y
12686,2026-05-16,MBLY,,filled,,MBLY,volatility,0.03217881497100656,vol_1y
12686,2026-05-16,MBLY,,filled,,MBLY,drawdown,0.6561844879973489,dd_calendar_1y
12687,2026-05-16,MC.PA,,filled,,MC.PA,volatility,0.019316434704534105,vol_1y
12687,2026-05-16,MC.PA,,filled,,MC.PA,drawdown,0.3065397039320297,dd_calendar_1y
12688,2026-05-16,MELI,,filled,,MELI,volatility,0.02471591127938798,vol_1y
12688,2026-05-16,MELI,,filled,,MELI,drawdown,0.408175553560306,dd_calendar_1y
12689,2026-05-16,META,,filled,,META,volatility,0.021929282612560105,vol_1y
12689,2026-05-16,META,,filled,,META,drawdown,0.33296881593442285,dd_calendar_1y
12690,2026-05-16,MGMA.V,,filled,,MGMA.V,volatility,0.08050155186686417,vol_1y
12690,2026-05-16,MGMA.V,,filled,,MGMA.V,drawdown,0.6530612275929115,dd_calendar_1y
12691,2026-05-16,MNSO,,filled,,MNSO,volatility,0.027894574731204977,vol_1y
12691,2026-05-16,MNSO,,filled,,MNSO,drawdown,0.45741967263301575,dd_calendar_1y
12692,2026-05-16,MSFT,,filled,,MSFT,volatility,0.014997938278812703,vol_1y
12692,2026-05-16,MSFT,,filled,,MSFT,drawdown,0.3391008625694448,dd_calendar_1y
12693,2026-05-16,MU,,filled,,MU,volatility,0.03962509853253733,vol_1y
12693,2026-05-16,MU,,filled,,MU,drawdown,0.3027631901775576,dd_calendar_1y
12694,2026-05-16,NDA.DE,,filled,,NDA.DE,volatility,0.022478783959561845,vol_1y
12694,2026-05-16,NDA.DE,,filled,,NDA.DE,drawdown,0.15277782806153073,dd_calendar_1y
12695,2026-05-16,NEE,,filled,,NEE,volatility,0.015316497414681518,vol_1y
12695,2026-05-16,NEE,,filled,,NEE,drawdown,0.10746658263821696,dd_calendar_1y
12696,2026-05-16,NEM.AX,,filled,,NEM.AX,volatility,0.02796874339009514,vol_1y
12696,2026-05-16,NEM.AX,,filled,,NEM.AX,drawdown,0.299444272243242,dd_calendar_1y
12697,2026-05-16,NESN.SW,,filled,,NESN.SW,volatility,0.012932739562201208,vol_1y
12697,2026-05-16,NESN.SW,,filled,,NESN.SW,drawdown,0.19963921664251094,dd_calendar_1y
12698,2026-05-16,NFLX,,filled,,NFLX,volatility,0.020824560256490435,vol_1y
12698,2026-05-16,NFLX,,filled,,NFLX,drawdown,0.4335127747768319,dd_calendar_1y
12699,2026-05-16,NKE,,filled,,NKE,volatility,0.02408972750909237,vol_1y
12699,2026-05-16,NKE,,filled,,NKE,drawdown,0.46179179460786457,dd_calendar_1y
12700,2026-05-16,NOVO-B.CO,,filled,,NOVO-B.CO,volatility,0.03460654345440108,vol_1y
12700,2026-05-16,NOVO-B.CO,,filled,,NOVO-B.CO,drawdown,0.5494295062478738,dd_calendar_1y
12701,2026-05-16,NOW,,filled,,NOW,volatility,0.027516599546792524,vol_1y
12701,2026-05-16,NOW,,filled,,NOW,drawdown,0.6027529765110702,dd_calendar_1y
12702,2026-05-16,NRDS,,filled,,NRDS,volatility,0.030424827555616877,vol_1y
12702,2026-05-16,NRDS,,filled,,NRDS,drawdown,0.524168249937619,dd_calendar_1y
12703,2026-05-16,NVDA,,filled,,NVDA,volatility,0.021348827835278198,vol_1y
12703,2026-05-16,NVDA,,filled,,NVDA,drawdown,0.2021437866121676,dd_calendar_1y
12704,2026-05-16,NXP,,filled,,NXP,volatility,0.004608839838733238,vol_1y
12704,2026-05-16,NXP,,filled,,NXP,drawdown,0.0336313394394554,dd_calendar_1y
12705,2026-05-16,OGN,,filled,,OGN,volatility,0.044458524647932235,vol_1y
12705,2026-05-16,OGN,,filled,,OGN,drawdown,0.4796104467572174,dd_calendar_1y
12706,2026-05-16,ON,,filled,,ON,volatility,0.033193950095388995,vol_1y
12706,2026-05-16,ON,,filled,,ON,drawdown,0.28102480420585485,dd_calendar_1y
12707,2026-05-16,ORCL,,filled,,ORCL,volatility,0.03928620257671182,vol_1y
12707,2026-05-16,ORCL,,filled,,ORCL,drawdown,0.5824985722645646,dd_calendar_1y
12708,2026-05-16,OXY,,filled,,OXY,volatility,0.021673799677908803,vol_1y
12708,2026-05-16,OXY,,filled,,OXY,drawdown,0.19942629244032328,dd_calendar_1y
12709,2026-05-16,PAAS.TO,,filled,,PAAS.TO,volatility,0.03293978438736273,vol_1y
12709,2026-05-16,PAAS.TO,,filled,,PAAS.TO,drawdown,0.31011205517433427,dd_calendar_1y
12710,2026-05-16,PEP,,filled,,PEP,volatility,0.01348716171328081,vol_1y
12710,2026-05-16,PEP,,filled,,PEP,drawdown,0.12019339753234248,dd_calendar_1y
12711,2026-05-16,PFE,,filled,,PFE,volatility,0.015185656422820243,vol_1y
12711,2026-05-16,PFE,,filled,,PFE,drawdown,0.11472417426187242,dd_calendar_1y
12712,2026-05-16,PG,,filled,,PG,volatility,0.011234178880547572,vol_1y
12712,2026-05-16,PG,,filled,,PG,drawdown,0.17619701016254297,dd_calendar_1y
12713,2026-05-16,PGY,,filled,,PGY,volatility,0.049612917658066066,vol_1y
12713,2026-05-16,PGY,,filled,,PGY,drawdown,0.757133074416896,dd_calendar_1y
12714,2026-05-16,PKX,,filled,,PKX,volatility,0.02598750037234691,vol_1y
12714,2026-05-16,PKX,,filled,,PKX,drawdown,0.25573480196403753,dd_calendar_1y
12715,2026-05-16,PL,,filled,,PL,volatility,0.06852664953165986,vol_1y
12715,2026-05-16,PL,,filled,,PL,drawdown,0.290132042468793,dd_calendar_1y
12716,2026-05-16,PLTR,,filled,,PLTR,volatility,0.03173745872443674,vol_1y
12716,2026-05-16,PLTR,,filled,,PLTR,drawdown,0.3818901337688695,dd_calendar_1y
12717,2026-05-16,PM,,filled,,PM,volatility,0.017152574130167457,vol_1y
12717,2026-05-16,PM,,filled,,PM,drawdown,0.2063634457729916,dd_calendar_1y
12718,2026-05-16,PPTA,,filled,,PPTA,volatility,0.047314777147735416,vol_1y
12718,2026-05-16,PPTA,,filled,,PPTA,drawdown,0.328586809470124,dd_calendar_1y
12719,2026-05-16,PYPL,,filled,,PYPL,volatility,0.024573447678116533,vol_1y
12719,2026-05-16,PYPL,,filled,,PYPL,drawdown,0.499228503047376,dd_calendar_1y
12720,2026-05-16,QBTS,,filled,,QBTS,volatility,0.06807619590019676,vol_1y
12720,2026-05-16,QBTS,,filled,,QBTS,drawdown,0.710138456988137,dd_calendar_1y
12721,2026-05-16,QS,,filled,,QS,volatility,0.06519667801923189,vol_1y
12721,2026-05-16,QS,,filled,,QS,drawdown,0.6767895951445773,dd_calendar_1y
12722,2026-05-16,RACE,,filled,,RACE,volatility,0.021301015003995033,vol_1y
12722,2026-05-16,RACE,,filled,,RACE,drawdown,0.39219555382112026,dd_calendar_1y
12723,2026-05-16,RCAT,,filled,,RCAT,volatility,0.07349708277257593,vol_1y
12723,2026-05-16,RCAT,,filled,,RCAT,drawdown,0.6007802457218128,dd_calendar_1y
12724,2026-05-16,RGTI,,filled,,RGTI,volatility,0.06618990180313598,vol_1y
12724,2026-05-16,RGTI,,filled,,RGTI,drawdown,0.7710330212354866,dd_calendar_1y
12725,2026-05-16,RHM.DE,,filled,,RHM.DE,volatility,0.02804503897826629,vol_1y
12725,2026-05-16,RHM.DE,,filled,,RHM.DE,drawdown,0.4311314278458309,dd_calendar_1y
12726,2026-05-16,RI.PA,,filled,,RI.PA,volatility,0.01880972540212929,vol_1y
12726,2026-05-16,RI.PA,,filled,,RI.PA,drawdown,0.40071882223510136,dd_calendar_1y
12727,2026-05-16,RIGD.IL,,filled,,RIGD.IL,volatility,0.014117704008961902,vol_1y
12727,2026-05-16,RIGD.IL,,filled,,RIGD.IL,drawdown,0.21395434982673422,dd_calendar_1y
12728,2026-05-16,RKLB,,filled,,RKLB,volatility,0.05717038302306143,vol_1y
12728,2026-05-16,RKLB,,filled,,RKLB,drawdown,0.43005628041721455,dd_calendar_1y
12729,2026-05-16,ROK,,filled,,ROK,volatility,0.01749628912305588,vol_1y
12729,2026-05-16,ROK,,filled,,ROK,drawdown,0.18728308848486097,dd_calendar_1y
12730,2026-05-16,SAP.DE,,filled,,SAP.DE,volatility,0.0216168950811348,vol_1y
12730,2026-05-16,SAP.DE,,filled,,SAP.DE,drawdown,0.4911965537403479,dd_calendar_1y
12731,2026-05-16,SGM.AX,,filled,,SGM.AX,volatility,0.02166445858354684,vol_1y
12731,2026-05-16,SGM.AX,,filled,,SGM.AX,drawdown,0.20500274296038445,dd_calendar_1y
12733,2026-05-16,SMX,,filled,,SMX,volatility,0.8573068972236114,vol_1y
12733,2026-05-16,SMX,,filled,,SMX,drawdown,0.9995032472036335,dd_calendar_1y
12734,2026-05-16,SN.L,,filled,,SN.L,volatility,0.017438781899744082,vol_1y
12734,2026-05-16,SN.L,,filled,,SN.L,drawdown,0.2517441354895943,dd_calendar_1y
12735,2026-05-16,SNN,,filled,,SNN,volatility,0.018627062039971616,vol_1y
12735,2026-05-16,SNN,,filled,,SNN,drawdown,0.2303256258177624,dd_calendar_1y
12736,2026-05-16,SNOW,,filled,,SNOW,volatility,0.03361223025823384,vol_1y
12736,2026-05-16,SNOW,,filled,,SNOW,drawdown,0.5630006703868291,dd_calendar_1y
12737,2026-05-16,SOLB.BR,,filled,,SOLB.BR,volatility,0.016468947092623927,vol_1y
12737,2026-05-16,SOLB.BR,,filled,,SOLB.BR,drawdown,0.16142591088174518,dd_calendar_1y
12738,2026-05-16,SPOT,,filled,,SPOT,volatility,0.027283871146007596,vol_1y
12738,2026-05-16,SPOT,,filled,,SPOT,drawdown,0.4680371349237977,dd_calendar_1y
12739,2026-05-16,STLA,,filled,,STLA,volatility,0.03261280117928145,vol_1y
12739,2026-05-16,STLA,,filled,,STLA,drawdown,0.477722773640599,dd_calendar_1y
12740,2026-05-16,SU.PA,,filled,,SU.PA,volatility,0.019553068527841323,vol_1y
12740,2026-05-16,SU.PA,,filled,,SU.PA,drawdown,0.17762918089750324,dd_calendar_1y
12741,2026-05-16,SYK,,filled,,SYK,volatility,0.013693960728811167,vol_1y
12741,2026-05-16,SYK,,filled,,SYK,drawdown,0.29448361336606055,dd_calendar_1y
12742,2026-05-16,SYM,,filled,,SYM,volatility,0.057076324163477,vol_1y
12742,2026-05-16,SYM,,filled,,SYM,drawdown,0.4579610762811833,dd_calendar_1y
12743,2026-05-16,TEAM,,filled,,TEAM,volatility,0.03820301248573521,vol_1y
12743,2026-05-16,TEAM,,filled,,TEAM,drawdown,0.7412739296310709,dd_calendar_1y
12744,2026-05-16,TEM,,filled,,TEM,volatility,0.042701094385466494,vol_1y
12744,2026-05-16,TEM,,filled,,TEM,drawdown,0.5896368142190338,dd_calendar_1y
12745,2026-05-16,TER,,filled,,TER,volatility,0.0403519947604621,vol_1y
12745,2026-05-16,TER,,filled,,TER,drawdown,0.26729334004908245,dd_calendar_1y
12746,2026-05-16,TME,,filled,,TME,volatility,0.029257665110582632,vol_1y
12746,2026-05-16,TME,,filled,,TME,drawdown,0.6700634103734278,dd_calendar_1y
12747,2026-05-16,TOM.OL,,filled,,TOM.OL,volatility,0.02809246278359698,vol_1y
12747,2026-05-16,TOM.OL,,filled,,TOM.OL,drawdown,0.4590940221041615,dd_calendar_1y
12748,2026-05-16,TSLA,,filled,,TSLA,volatility,0.029478925480318267,vol_1y
12748,2026-05-16,TSLA,,filled,,TSLA,drawdown,0.29931820735955295,dd_calendar_1y
12749,2026-05-16,TSMN.MX,,filled,,TSMN.MX,volatility,0.021213430425094316,vol_1y
12749,2026-05-16,TSMN.MX,,filled,,TSMN.MX,drawdown,0.14087400764508085,dd_calendar_1y
12750,2026-05-16,TTAN,,filled,,TTAN,volatility,0.030832446414386573,vol_1y
12750,2026-05-16,TTAN,,filled,,TTAN,drawdown,0.5726211408955849,dd_calendar_1y
12751,2026-05-16,TTK.DE,,filled,,TTK.DE,volatility,0.02303639528544722,vol_1y
12751,2026-05-16,TTK.DE,,filled,,TTK.DE,drawdown,0.6960526352939184,dd_calendar_1y
12752,2026-05-16,UAA,,filled,,UAA,volatility,0.03430506454352731,vol_1y
12752,2026-05-16,UAA,,filled,,UAA,drawdown,0.4341926538608606,dd_calendar_1y
12753,2026-05-16,UBER,,filled,,UBER,volatility,0.020500435634286485,vol_1y
12753,2026-05-16,UBER,,filled,,UBER,drawdown,0.30889109530744974,dd_calendar_1y
12754,2026-05-16,UEC,,filled,,UEC,volatility,0.04922133738540417,vol_1y
12754,2026-05-16,UEC,,filled,,UEC,drawdown,0.39970205963353145,dd_calendar_1y
12755,2026-05-16,UMI.BR,,filled,,UMI.BR,volatility,0.030882147412379865,vol_1y
12755,2026-05-16,UMI.BR,,filled,,UMI.BR,drawdown,0.28724392656859776,dd_calendar_1y
12756,2026-05-16,UNH,,filled,,UNH,volatility,0.025923082208330152,vol_1y
12756,2026-05-16,UNH,,filled,,UNH,drawdown,0.2896065899080599,dd_calendar_1y
12757,2026-05-16,V,,filled,,V,volatility,0.013954779585132847,vol_1y
12757,2026-05-16,V,,filled,,V,drawdown,0.20377685752094787,dd_calendar_1y
12758,2026-05-16,VALE,,filled,,VALE,volatility,0.019658368568681982,vol_1y
12758,2026-05-16,VALE,,filled,,VALE,drawdown,0.19851683515700402,dd_calendar_1y
12759,2026-05-16,VOW3.DE,,filled,,VOW3.DE,volatility,0.017455687882567274,vol_1y
12759,2026-05-16,VOW3.DE,,filled,,VOW3.DE,drawdown,0.22836088339347338,dd_calendar_1y
12760,2026-05-16,VZLA.TO,,filled,,VZLA.TO,volatility,0.04083967370901255,vol_1y
12760,2026-05-16,VZLA.TO,,filled,,VZLA.TO,drawdown,0.5593952675097587,dd_calendar_1y
12761,2026-05-16,WPM.TO,,filled,,WPM.TO,volatility,0.027071261092338605,vol_1y
12761,2026-05-16,WPM.TO,,filled,,WPM.TO,drawdown,0.30691841055905356,dd_calendar_1y
12762,2026-05-16,XOM,,filled,,XOM,volatility,0.015015927807303205,vol_1y
12762,2026-05-16,XOM,,filled,,XOM,drawdown,0.15687866668458084,dd_calendar_1y
12763,2026-05-16,XSDG.F,,filled,,XSDG.F,volatility,0.043477297900123744,vol_1y
12763,2026-05-16,XSDG.F,,filled,,XSDG.F,drawdown,0.3035714285714286,dd_calendar_1y
12764,2026-05-16,XYZ,,filled,,XYZ,volatility,0.029330871272510363,vol_1y
12764,2026-05-16,XYZ,,filled,,XYZ,drawdown,0.39477253380364496,dd_calendar_1y
12765,2026-05-16,YASKY,,filled,,YASKY,volatility,0.03209016272723489,vol_1y
12765,2026-05-16,YASKY,,filled,,YASKY,drawdown,0.2910238839630134,dd_calendar_1y
12766,2026-05-16,YCA.L,,filled,,YCA.L,volatility,0.022564721606127564,vol_1y
12766,2026-05-16,YCA.L,,filled,,YCA.L,drawdown,0.22368421052631582,dd_calendar_1y
12767,2026-05-16,ZETA,,filled,,ZETA,volatility,0.044307510954106205,vol_1y
12767,2026-05-16,ZETA,,filled,,ZETA,drawdown,0.4036885074504244,dd_calendar_1y
12768,2026-05-17,000660.KS,,filled,,000660.KS,volatility,0.04258421435663309,vol_1y
12768,2026-05-17,000660.KS,,filled,,000660.KS,drawdown,0.26569608621326846,dd_calendar_1y
12769,2026-05-17,005930.KS,,filled,,005930.KS,volatility,0.03345255084079708,vol_1y
12769,2026-05-17,005930.KS,,filled,,005930.KS,drawdown,0.23144004203670965,dd_calendar_1y
12770,2026-05-17,0700.HK,,filled,,0700.HK,volatility,0.016949033520169687,vol_1y
12770,2026-05-17,0700.HK,,filled,,0700.HK,drawdown,0.32516604051539866,dd_calendar_1y
12771,2026-05-17,0857.HK,,filled,,0857.HK,volatility,0.017082292943757838,vol_1y
12771,2026-05-17,0857.HK,,filled,,0857.HK,drawdown,0.1212789788339188,dd_calendar_1y
12772,2026-05-17,1810.HK,,filled,,1810.HK,volatility,0.022398790599491677,vol_1y
12772,2026-05-17,1810.HK,,filled,,1810.HK,drawdown,0.517539489250418,dd_calendar_1y
12773,2026-05-17,2899.HK,,filled,,2899.HK,volatility,0.029347070414586344,vol_1y
12773,2026-05-17,2899.HK,,filled,,2899.HK,drawdown,0.29518853383405874,dd_calendar_1y
12774,2026-05-17,3750.HK,,filled,,3750.HK,volatility,0.0286572923664569,vol_1y
12774,2026-05-17,3750.HK,,filled,,3750.HK,drawdown,0.23832928844874735,dd_calendar_1y
12775,2026-05-17,6503.T,,filled,,6503.T,volatility,0.0221746124609571,vol_1y
12775,2026-05-17,6503.T,,filled,,6503.T,drawdown,0.16312859111684963,dd_calendar_1y
12776,2026-05-17,6506.T,,filled,,6506.T,volatility,0.0336524670541518,vol_1y
12776,2026-05-17,6506.T,,filled,,6506.T,drawdown,0.27107889702045673,dd_calendar_1y
12777,2026-05-17,6861.T,,filled,,6861.T,volatility,0.023294907786922208,vol_1y
12777,2026-05-17,6861.T,,filled,,6861.T,drawdown,0.18017900366778183,dd_calendar_1y
12778,2026-05-17,8035.T,,filled,,8035.T,volatility,0.030910191787344447,vol_1y
12778,2026-05-17,8035.T,,filled,,8035.T,drawdown,0.2881870225305293,dd_calendar_1y
12779,2026-05-17,9880.HK,,filled,,9880.HK,volatility,0.0349625765500545,vol_1y
12779,2026-05-17,9880.HK,,filled,,9880.HK,drawdown,0.45846542055477935,dd_calendar_1y
12780,2026-05-17,9888.HK,,filled,,9888.HK,volatility,0.02913147541277698,vol_1y
12780,2026-05-17,9888.HK,,filled,,9888.HK,drawdown,0.34205608427338885,dd_calendar_1y
12781,2026-05-17,9988.HK,,filled,,9988.HK,volatility,0.028941938436455664,vol_1y
12781,2026-05-17,9988.HK,,filled,,9988.HK,drawdown,0.3598055131431016,dd_calendar_1y
12782,2026-05-17,AAGFF,,filled,,AAGFF,volatility,0.05611026095532013,vol_1y
12782,2026-05-17,AAGFF,,filled,,AAGFF,drawdown,0.4900314828853677,dd_calendar_1y
12783,2026-05-17,AAPL,,filled,,AAPL,volatility,0.014213369531451253,vol_1y
12783,2026-05-17,AAPL,,filled,,AAPL,drawdown,0.13798523953754416,dd_calendar_1y
12784,2026-05-17,ABBN.SW,,filled,,ABBN.SW,volatility,0.016945754776683822,vol_1y
12784,2026-05-17,ABBN.SW,,filled,,ABBN.SW,drawdown,0.12141222026203291,dd_calendar_1y
12785,2026-05-17,ABT,,filled,,ABT,volatility,0.014864602017481,vol_1y
12785,2026-05-17,ABT,,filled,,ABT,drawdown,0.38987145284103775,dd_calendar_1y
12786,2026-05-17,ABX.TO,,filled,,ABX.TO,volatility,0.02748296201083768,vol_1y
12786,2026-05-17,ABX.TO,,filled,,ABX.TO,drawdown,0.2848735575962631,dd_calendar_1y
12787,2026-05-17,ACB.TO,,filled,,ACB.TO,volatility,0.04340131854464241,vol_1y
12787,2026-05-17,ACB.TO,,filled,,ACB.TO,drawdown,0.5,dd_calendar_1y
12788,2026-05-17,AEM,,filled,,AEM,volatility,0.02709812426966659,vol_1y
12788,2026-05-17,AEM,,filled,,AEM,drawdown,0.2936278034066919,dd_calendar_1y
12789,2026-05-17,AG.TO,,filled,,AG.TO,volatility,0.045386667012009746,vol_1y
12789,2026-05-17,AG.TO,,filled,,AG.TO,drawdown,0.42575615833250446,dd_calendar_1y
12790,2026-05-17,AGI.TO,,filled,,AGI.TO,volatility,0.03061492243992852,vol_1y
12790,2026-05-17,AGI.TO,,filled,,AGI.TO,drawdown,0.30280977358471095,dd_calendar_1y
12791,2026-05-17,ALB,,filled,,ALB,volatility,0.039050649247036544,vol_1y
12791,2026-05-17,ALB,,filled,,ALB,drawdown,0.20052246620343406,dd_calendar_1y
12792,2026-05-17,ALV.DE,,filled,,ALV.DE,volatility,0.012019151767004766,vol_1y
12792,2026-05-17,ALV.DE,,filled,,ALV.DE,drawdown,0.12350398048430755,dd_calendar_1y
12793,2026-05-17,AMAT,,filled,,AMAT,volatility,0.028491413835431613,vol_1y
12793,2026-05-17,AMAT,,filled,,AMAT,drawdown,0.2137196278451945,dd_calendar_1y
12794,2026-05-17,AMKR,,filled,,AMKR,volatility,0.039810386358140076,vol_1y
12794,2026-05-17,AMKR,,filled,,AMKR,drawdown,0.26421493835077814,dd_calendar_1y
12795,2026-05-17,AMZN,,filled,,AMZN,volatility,0.018689371487787328,vol_1y
12795,2026-05-17,AMZN,,filled,,AMZN,drawdown,0.2173622311569574,dd_calendar_1y
12796,2026-05-17,APLD,,filled,,APLD,volatility,0.07462334700416243,vol_1y
12796,2026-05-17,APLD,,filled,,APLD,drawdown,0.5031438734114576,dd_calendar_1y
12797,2026-05-17,ASM.TO,,filled,,ASM.TO,volatility,0.04962351732206075,vol_1y
12797,2026-05-17,ASM.TO,,filled,,ASM.TO,drawdown,0.5203145437830872,dd_calendar_1y
12798,2026-05-17,ASML,,filled,,ASML,volatility,0.025272019246007145,vol_1y
12798,2026-05-17,ASML,,filled,,ASML,drawdown,0.1785445263561064,dd_calendar_1y
12799,2026-05-17,ASTS,,filled,,ASTS,volatility,0.06408916787498335,vol_1y
12799,2026-05-17,ASTS,,filled,,ASTS,drawdown,0.4768613248613661,dd_calendar_1y
12800,2026-05-17,ASX,,filled,,ASX,volatility,0.025733598980580173,vol_1y
12800,2026-05-17,ASX,,filled,,ASX,drawdown,0.168060585442817,dd_calendar_1y
12801,2026-05-17,AUTO.OL,,filled,,AUTO.OL,volatility,0.04017469264293235,vol_1y
12801,2026-05-17,AUTO.OL,,filled,,AUTO.OL,drawdown,0.3009188498396024,dd_calendar_1y
12802,2026-05-17,BAYN.DE,,filled,,BAYN.DE,volatility,0.024138816509147596,vol_1y
12802,2026-05-17,BAYN.DE,,filled,,BAYN.DE,drawdown,0.2620906785863757,dd_calendar_1y
12803,2026-05-17,BIDU,,filled,,BIDU,volatility,0.031190007127669665,vol_1y
12803,2026-05-17,BIDU,,filled,,BIDU,drawdown,0.3440807551579391,dd_calendar_1y
